# sat-benchmark 0.8.17 on smithi @ 2016-09-12T12:05:20+09:00
# mios 1.4.0 -- https://github.com/shnarazk/mios
# designate: 3914056 2016-09-12T10:59 /home/narazaki/.local/bin/mios-2d91fb9
# parameters: '' and timeout: 1260 sec.
solver, num, target, time
"mios-1.4.0 (2d91fb9@2016-09-12)", 52, "SR15m/manthey_DimacsSorterHalf_37_9.cnf",  1258.84
"mios-1.4.0 (2d91fb9@2016-09-12)", 53, "SR15m/manthey_DimacsSorter_28_0.cnf",  35.92
"mios-1.4.0 (2d91fb9@2016-09-12)", 54, "SR15m/manthey_DimacsSorter_28_3.cnf",  76.39
"mios-1.4.0 (2d91fb9@2016-09-12)", 55, "SR15m/manthey_DimacsSorter_28_4.cnf",  80.26
"mios-1.4.0 (2d91fb9@2016-09-12)", 56, "SR15m/manthey_DimacsSorter_28_7.cnf",  64.86
"mios-1.4.0 (2d91fb9@2016-09-12)", 57, "SR15m/manthey_DimacsSorter_30_1.cnf",  62.51
"mios-1.4.0 (2d91fb9@2016-09-12)", 58, "SR15m/manthey_DimacsSorter_30_4.cnf",  41.84
"mios-1.4.0 (2d91fb9@2016-09-12)", 59, "SR15m/manthey_DimacsSorter_30_5.cnf",  116.22
"mios-1.4.0 (2d91fb9@2016-09-12)", 60, "SR15m/manthey_DimacsSorter_30_6.cnf",  31.40
"mios-1.4.0 (2d91fb9@2016-09-12)", 61, "SR15m/manthey_DimacsSorter_31_0.cnf",  7.12
"mios-1.4.0 (2d91fb9@2016-09-12)", 62, "SR15m/manthey_DimacsSorter_31_6.cnf",  10.23
"mios-1.4.0 (2d91fb9@2016-09-12)", 63, "SR15m/manthey_DimacsSorter_31_8.cnf",  315.40
"mios-1.4.0 (2d91fb9@2016-09-12)", 64, "SR15m/manthey_DimacsSorter_32_1.cnf",  514.37
"mios-1.4.0 (2d91fb9@2016-09-12)", 65, "SR15m/manthey_DimacsSorter_35_7.cnf",  226.46
"mios-1.4.0 (2d91fb9@2016-09-12)", 66, "SR15m/manthey_DimacsSorter_36_4.cnf",  1259.20
"mios-1.4.0 (2d91fb9@2016-09-12)", 67, "SR15m/manthey_DimacsSorter_37_6.cnf",  773.64
"mios-1.4.0 (2d91fb9@2016-09-12)", 68, "SR15m/manthey_single-ordered-initialized-w12-b6.cnf",  0.03
"mios-1.4.0 (2d91fb9@2016-09-12)", 69, "SR15m/manthey_single-ordered-initialized-w14-b7.cnf",  0.04
"mios-1.4.0 (2d91fb9@2016-09-12)", 70, "SR15m/manthey_single-ordered-initialized-w18-b7.cnf",  0.21
"mios-1.4.0 (2d91fb9@2016-09-12)", 71, "SR15m/manthey_single-ordered-initialized-w18-b8.cnf",  0.10
"mios-1.4.0 (2d91fb9@2016-09-12)", 72, "SR15m/manthey_single-ordered-initialized-w20-b10.cnf",  0.20
"mios-1.4.0 (2d91fb9@2016-09-12)", 73, "SR15m/manthey_single-ordered-initialized-w20-b7.cnf",  0.36
"mios-1.4.0 (2d91fb9@2016-09-12)", 74, "SR15m/manthey_single-ordered-initialized-w20-b8.cnf",  0.36
"mios-1.4.0 (2d91fb9@2016-09-12)", 75, "SR15m/manthey_single-ordered-initialized-w22-b6.cnf",  0.57
"mios-1.4.0 (2d91fb9@2016-09-12)", 76, "SR15m/manthey_single-ordered-initialized-w22-b8.cnf",  0.63
"mios-1.4.0 (2d91fb9@2016-09-12)", 77, "SR15m/manthey_single-ordered-initialized-w24-b7.cnf",  0.99
"mios-1.4.0 (2d91fb9@2016-09-12)", 78, "SR15m/manthey_single-ordered-initialized-w24-b9.cnf",  1.35
"mios-1.4.0 (2d91fb9@2016-09-12)", 79, "SR15m/manthey_single-ordered-initialized-w26-b7.cnf",  2.30
"mios-1.4.0 (2d91fb9@2016-09-12)", 80, "SR15m/manthey_single-ordered-initialized-w26-b8.cnf",  2.17
"mios-1.4.0 (2d91fb9@2016-09-12)", 81, "SR15m/manthey_single-ordered-initialized-w28-b8.cnf",  4.65
"mios-1.4.0 (2d91fb9@2016-09-12)", 82, "SR15m/manthey_single-ordered-initialized-w32-b9.cnf",  19.62
"mios-1.4.0 (2d91fb9@2016-09-12)", 83, "SR15m/manthey_single-ordered-initialized-w40-b10.cnf",  239.38
"mios-1.4.0 (2d91fb9@2016-09-12)", 84, "SR15m/manthey_single-ordered-initialized-w40-b8.cnf",  284.70
"mios-1.4.0 (2d91fb9@2016-09-12)", 85, "SR15m/manthey_single-ordered-initialized-w42-b8.cnf",  458.11
"mios-1.4.0 (2d91fb9@2016-09-12)", 86, "SR15m/manthey_single-ordered-initialized-w42-b9.cnf",  553.46
"mios-1.4.0 (2d91fb9@2016-09-12)", 87, "SR15m/manthey_single-ordered-initialized-w44-b6.cnf",  179.52
"mios-1.4.0 (2d91fb9@2016-09-12)", 88, "SR15m/manthey_single-ordered-initialized-w44-b7.cnf",  477.42
"mios-1.4.0 (2d91fb9@2016-09-12)", 89, "SR15m/manthey_single-ordered-initialized-w44-b9.cnf",  739.92
"mios-1.4.0 (2d91fb9@2016-09-12)", 90, "SR15m/manthey_single-ordered-initialized-w46-b7.cnf",  681.63
"mios-1.4.0 (2d91fb9@2016-09-12)", 91, "SR15m/manthey_single-ordered-initialized-w48-b6.cnf",  491.38
"mios-1.4.0 (2d91fb9@2016-09-12)", 92, "SR15m/manthey_single-ordered-initialized-w48-b8.cnf",  241.52
"mios-1.4.0 (2d91fb9@2016-09-12)", 93, "SR15m/manthey_single-ordered-initialized-w50-b6.cnf",  719.47
"mios-1.4.0 (2d91fb9@2016-09-12)", 94, "SR15m/manthey_single-ordered-initialized-w54-b9.cnf",  463.78
"mios-1.4.0 (2d91fb9@2016-09-12)", 95, "SR15m/minxorminand064.cnf",  680.02
"mios-1.4.0 (2d91fb9@2016-09-12)", 96, "SR15m/mrpp_4x4-10_20.cnf",  5.91
"mios-1.4.0 (2d91fb9@2016-09-12)", 97, "SR15m/mrpp_4x4-10_9.cnf",  4.88
"mios-1.4.0 (2d91fb9@2016-09-12)", 98, "SR15m/mrpp_4x4-12_12.cnf",  373.84
"mios-1.4.0 (2d91fb9@2016-09-12)", 99, "SR15m/mrpp_4x4-4_24.cnf",  0.47
"mios-1.4.0 (2d91fb9@2016-09-12)", 100, "SR15m/mrpp_4x4-4_4.cnf",  0.03
"mios-1.4.0 (2d91fb9@2016-09-12)", 101, "SR15m/mrpp_4x4-4_5.cnf",  0.03
"mios-1.4.0 (2d91fb9@2016-09-12)", 102, "SR15m/mrpp_4x4-6_16.cnf",  0.31
"mios-1.4.0 (2d91fb9@2016-09-12)", 103, "SR15m/mrpp_4x4-6_20.cnf",  0.52
"mios-1.4.0 (2d91fb9@2016-09-12)", 104, "SR15m/mrpp_4x4-6_5.cnf",  0.05
"mios-1.4.0 (2d91fb9@2016-09-12)", 105, "SR15m/mrpp_4x4-8_8.cnf",  0.34
"mios-1.4.0 (2d91fb9@2016-09-12)", 106, "SR15m/mrpp_6x6-10_10.cnf",  1.59
"mios-1.4.0 (2d91fb9@2016-09-12)", 107, "SR15m/mrpp_6x6-10_8.cnf",  0.50
"mios-1.4.0 (2d91fb9@2016-09-12)", 108, "SR15m/mrpp_6x6-12_16.cnf",  8.90
"mios-1.4.0 (2d91fb9@2016-09-12)", 109, "SR15m/mrpp_6x6-12_8.cnf",  0.07
"mios-1.4.0 (2d91fb9@2016-09-12)", 110, "SR15m/mrpp_6x6-14_24.cnf",  1009.16
"mios-1.4.0 (2d91fb9@2016-09-12)", 111, "SR15m/mrpp_6x6-16_12.cnf",  63.93
"mios-1.4.0 (2d91fb9@2016-09-12)", 112, "SR15m/mrpp_6x6-16_9.cnf",  4.82
"mios-1.4.0 (2d91fb9@2016-09-12)", 113, "SR15m/mrpp_6x6-18_12.cnf",  53.40
"mios-1.4.0 (2d91fb9@2016-09-12)", 114, "SR15m/mrpp_6x6-18_9.cnf",  49.53
"mios-1.4.0 (2d91fb9@2016-09-12)", 115, "SR15m/mrpp_6x6-20_10.cnf",  1259.01
"mios-1.4.0 (2d91fb9@2016-09-12)", 116, "SR15m/mrpp_8x8-12_9.cnf",  0.16
"mios-1.4.0 (2d91fb9@2016-09-12)", 117, "SR15m/mrpp_8x8-16_12.cnf",  57.26
"mios-1.4.0 (2d91fb9@2016-09-12)", 118, "SR15m/mrpp_8x8-18_12.cnf",  12.13
"mios-1.4.0 (2d91fb9@2016-09-12)", 119, "SR15m/mrpp_8x8-18_13.cnf",  242.93
"mios-1.4.0 (2d91fb9@2016-09-12)", 120, "SR15m/mrpp_8x8-22_10.cnf",  1.65
"mios-1.4.0 (2d91fb9@2016-09-12)", 121, "SR15m/mrpp_8x8-22_11.cnf",  287.12
"mios-1.4.0 (2d91fb9@2016-09-12)", 122, "SR15m/mrpp_8x8-24_11.cnf",  567.17
"mios-1.4.0 (2d91fb9@2016-09-12)", 123, "SR15m/mrpp_8x8-24_14.cnf",  650.67
"mios-1.4.0 (2d91fb9@2016-09-12)", 124, "SR15m/mrpp_8x8-24_16.cnf",  1258.74
"mios-1.4.0 (2d91fb9@2016-09-12)", 125, "SR15m/mrpp_8x8-8_9.cnf",  0.41
"mios-1.4.0 (2d91fb9@2016-09-12)", 126, "SR15m/openstacks-p30_3.085-SAT.cnf",  531.28
"mios-1.4.0 (2d91fb9@2016-09-12)", 127, "SR15m/partial-5-15-s.cnf",  1258.95
"mios-1.4.0 (2d91fb9@2016-09-12)", 128, "SR15m/q_query_3_L150_coli.sat.cnf",  902.14
"mios-1.4.0 (2d91fb9@2016-09-12)", 129, "SR15m/q_query_3_L200_coli.sat.cnf",  1258.66
"mios-1.4.0 (2d91fb9@2016-09-12)", 130, "SR15m/q_query_3_L80_coli.sat.cnf",  445.35
"mios-1.4.0 (2d91fb9@2016-09-12)", 131, "SR15m/vmpc_29.cnf",  522.40
# finished at 2016-09-13T01:23:55+09:00 on smithi
